category,city,cnt
food,xianghe,1252
food,guan,1030
food,yongqing,644
food,sanhe,4026
food,bazhou,1649
food,yutian,1510
food,qianxi,836
food,leting,1029
food,luannan,876
food,luanxian,991
food,qianan,2117
food,zunhua,1742
food,qinglong,378
food,qhdfuning,1379
food,lulong,372
food,yuqing,297
food,sansha,34
food,wuzhishan,217
food,wenchang,1321
food,wanning,924
food,tunchang,262
food,qiongzhong,161
food,qionghai,2034
food,lingshui,792
food,lingao,372
food,dongfang,745
food,ledong,275
food,dingan,294
food,chengmai,622
food,changjiang,199
food,baoting,307
food,baisha,145
food,danzhou,1637
food,haikou,17243
food,boao,199
food,sanya,9164
food,fuchuan,233
food,zhaoping,289
food,zhongshanxian,362
food,jinxiu,168
food,xincheng,160
food,xiangzhou,290
food,wuxuan,363
food,heshanshi,207
food,huanjiang,191
food,luocheng,203
food,dahua,234
food,bama,252
food,duan,269
food,donglan,90
food,fengshan,107
food,tiane,121
food,nandan,221
food,yizhou,1253
food,longlin,118
food,tianlin,165
food,xilin,48
food,leye,84
food,lingyun,76
food,napo,92
food,jingxi,729
food,debao,544
food,pingguo,960
food,tiandong,394
food,tianyang,637
food,longzhou,241
food,ningming,358
food,tiandeng,235
food,fusui,449
food,daxin,280
food,pingxiangshi,282
food,shangsi,253
food,dongxing,704
food,hepu,1105
food,lingshan,899
food,pubei,366
food,bobai,753
food,luchuan,507
food,rongxian,666
food,xingye,190
food,beiliu,1211
food,pingnanxian,1112
food,guiping,1043
food,mengshan,240
food,tengxian,905
food,cangwu,660
food,cenxi,988
food,rongshui,542
food,sanjiang,358
food,rongan,495
food,luzhai,1140
food,liucheng,342
food,liujiang,908
food,gongcheng,321
food,longsheng,386
food,lipu,809
food,pingle,362
food,ziyuan,167
food,guanyang,173
food,yongfu,360
food,xinganxian,670
food,quanzhouxian,808
food,lingchuanxian,1712
food,yangsu,1996
food,mashan,203
food,longan,310
food,shanglin,255
food,binyang,1428
food,hengxian,745
food,wuming,1400
food,weizhoudao,96
food,laibin,3630
food,chongzuo,2859
food,fangchenggang,2974
food,hechi,4523
food,baise,5904
food,guangxiyulin,7521
food,qinzhou,4553
food,guigang,5317
food,hezhou,2561
food,beihai,7013
food,wuzhou,5815
food,liuzhou,14876
food,guilin,20722
food,nanning,38634
food,doumen,2526
food,chenghai,1968
food,chaoyangshantou,2182
food,huiyang,4596
food,xinhui,2919
food,shunde,15920
food,xuwen,740
food,suixixian,574
food,leizhou,936
food,lianjian,1533
food,wuchuan,1273
food,dianbai,1071
food,gaozhou,1407
food,xinyishi,1126
food,huazhou,1077
food,yangdong,868
food,yangchun,974
food,yangxi,781
food,yunanxian,390
food,xinxing,1032
food,yunan,96
food,luoding,1846
food,deqingxian,339
food,fengkai,254
food,huaiji,610
food,sihui,1693
food,guangning,438
food,gaoyao,1275
food,kaiping,2252
food,taishan,1898
food,heshan,1864
food,enping,901
food,huidong,3574
food,liumen,792
food,boluo,3111
food,luhe,263
food,haifeng,1677
food,lufeng,760
food,huilai,403
food,puning,2933
food,jiexi,462
food,nanao,276
food,raoping,389
food,chaoan,2096
food,jiaoling,466
food,pingyuanxian,384
food,wuhua,662
food,fengshun,301
food,dapu,465
food,xingning,1554
food,meixian,1755
food,dongyuan,346
food,heping,445
food,lianping,449
food,liuchuan,684
food,zijin,739
food,ruyuan,532
food,xinfengxian,521
food,wengyuan,543
food,renhua,409
food,shixing,330
food,nanxiong,670
food,liannan,166
food,lecang,1001
food,lianshan,77
food,yangshan,407
food,fogang,818
food,lianzhou,630
food,yingde,1521
food,yunfu,5170
food,chaozhou,5617
food,shanwei,4471
food,jieyang,8075
food,heyuan,6462
food,meizhou,8770
food,qingyuan,9999
food,shaoguan,9168
food,huizhou,25878
food,zhanjiang,13176
food,zhaoqing,9967
food,yangjiang,5981
food,maoming,8398
food,zhongshan,23887
food,jiangmen,16837
food,dongguan,72354
food,shantou,15309
food,foshan,50586
food,zhuhai,18405
food,luqu,134
food,xiahe,143
food,maqu,139
food,diebu,76
food,zhouqu,43
food,zhuoni,75
food,lintan,126
food,hezuo,469
food,jishishan,69
food,dongxiangzu,33
food,hezheng,97
food,guanghe,80
food,yongjing,235
food,linxiaxian,92
food,kangle,136
food,linxia,1129
food,huixianxian,124
food,liangdang,35
food,lnlixian,247
food,xihe,184
food,wenxianxian,79
food,kangxian,68
food,dangcang,139
food,longxi,510
food,chengxian,194
food,weiyuanxian,82
food,minxian,287
food,zhangxian,88
food,lintao,388
food,tongwei,154
food,jingningxian,342
food,zhuanglang,347
food,huating,469
food,chongxin,180
food,lingtai,331
food,jingchuan,325
food,zhenyuanxian,189
food,ningxian,259
food,zhengning,162
food,heshui,126
food,huachi,72
food,huanxian,280
food,qingcheng,411
food,sunan,61
food,shandan,293
food,gaotai,241
food,linze,179
food,minle,200
food,akesai,62
food,subei,1
food,jinta,80
food,anxixian,223
food,dunhuang,997
food,yumen,273
food,tianzhuxian,140
food,gulang,226
food,minqin,166
food,zhangjiachuan,87
food,wushan,233
food,gangu,362
food,qinan,288
food,qingshui,184
food,jingtai,375
food,huining,224
food,yongcang,689
food,jingyuan,211
food,yuzhong,1900
food,gaolan,193
food,yongdeng,759
food,dingxi,2586
food,jinchang,2116
food,linxiazhou,1871
food,baiyin,3088
food,longnan,1701
food,pingliang,4294
food,wuwei,2983
food,gannanzhou,1205
food,jiayuguan,2062
food,zhangye,3286
food,qingyang,4866
food,tianshui,4339
food,jiuquan,4020
food,lanzhou,22848
food,zuoshui,232
food,zhenan,296
food,shanyang,317
food,danfeng,226
food,shangnan,307
food,baihe,95
food,luonan,316
food,zhenpin,45
food,xunyang,475
food,pingli,232
food,langao,143
food,ziyangxian,253
food,ningshan,144
food,hanyin,367
food,shiquan,427
food,zizhou,112
food,qingjian,132
food,wubao,63
food,jiaxianxian,50
food,mizhi,164
food,dingbian,726
food,suide,593
food,jingbian,905
food,hengshanxian,227
food,fugu,195
food,fopin,36
food,shenmu,1318
food,liuba,56
food,zhenba,119
food,ningqiang,208
food,lueyang,407
food,mianxian,512
food,xixiang,660
food,chenggu,795
food,yangxian,423
food,nanzheng,908
food,taibai,81
food,linyou,173
food,fengxianxian,151
food,qianyang,135
food,longxian,623
food,bjmeixian,714
food,fufeng,560
food,qishan,667
food,fengxiang,504
food,wugong,205
food,chunhua,103
food,xunyi,212
food,changwu,279
food,binxianshi,540
food,yongshou,213
food,liquan,857
food,jingyang,1068
food,qianxian,586
food,sanyuan,1150
food,xingping,903
food,fupingxian,1368
food,heyang,705
food,baishui,470
food,chengcheng,661
food,puchengxian,1592
food,dalixian,1254
food,tongguan,302
food,huaxianxian,488
food,hancheng,1443
food,huayin,935
food,yijun,110
food,huangling,353
food,huangliu,112
food,yichuanxian,238
food,luochuan,747
food,ganquan,181
food,fuxian,428
food,wuqi,236
food,ansai,357
food,zhidan,229
food,zichang,676
food,yanchuan,227
food,yanchang,79
food,gaoling,1796
food,huxian,1662
food,zhouzhi,709
food,lantian,840
food,huashan,203
food,tongchuan,2922
food,shangluo,3006
food,ankang,5215
food,hanzhong,8057
food,yulin,9202
food,weinan,13645
food,yanan,7798
food,xianyang,14725
food,baoji,10826
food,guinan,127
food,xinghai,118
food,guide,412
food,tongde,124
food,gonghe,710
food,tianjun,104
food,dulan,170
food,wulan,193
food,qumalai,28
food,delingha,471
food,nangqian,60
food,zhiduo,41
food,chenduo,28
food,zaduo,44
food,maduo,20
food,yushuxian,238
food,jiuzhi,64
food,dari,114
food,gande,32
food,banma,58
food,maqin,196
food,henanxian,99
food,zekun,67
food,jianzha,80
food,tongrenxian,237
food,gangcha,188
food,menyuan,262
food,qilian,293
food,xunhua,154
food,haiyanxian,321
food,hualong,120
food,minhe,451
food,huzhu,550
food,pingan,376
food,huangyuan,331
food,huangzhong,1001
food,datongzzxian,776
food,qinghaihu,6
food,geermu,2348
food,guoluo,484
food,yushu,439
food,huangnan,483
food,haibei,1064
food,haidong,2238
food,xining,14386
food,haixi,3454
food,alashankoushi,48
food,jimumai,74
food,qinghexian,68
food,habahe,124
food,fuhai,189
food,fuyun,198
food,aletai,541
food,buerjin,226
food,hainanzhou,
food,hebukesaier,133
food,yumin,74
food,tuoli,87
food,shawan,762
food,emin,339
food,wusu,832
food,tacheng,361
food,nileke,70
food,chabuchaer,297
food,tekesi,74
food,zhaosu,96
food,xinyuan,315
food,gongliu,117
food,huocheng,529
food,yiningxian,139
food,yining,3355
food,yanqi,242
food,bohu,124
food,heshuo,90
food,qiemo,62
food,hejing,374
food,ruoqiang,89
food,weili,212
food,luntai,355
food,mulei,136
food,jimusaer,451
food,qitai,705
food,manasi,492
food,hutubi,547
food,fukang,649
food,changji,3283
food,wenquan,94
food,jinghe,233
food,wuqia,53
food,bole,850
food,aketao,50
food,aheqi,31
food,atushi,228
food,yiwuxian,72
food,tuokexun,166
food,hami,2769
food,shanshan,543
food,minfeng,22
food,tulufan,567
food,yutianxian,72
food,cele,55
food,luopu,142
food,pishan,13
food,moyu,180
food,hetianxian,7
food,kepin,34
food,hetian,732
food,wushi,68
food,awati,91
food,baichengxian,178
food,xinhexian,106
food,kunche,494
food,shaya,155
food,wensu,213
food,akesu,2333
food,tashikuergan,38
food,jiashi,50
food,bachu,222
food,yuepuhu,38
food,maigaiti,119
food,yecheng,130
food,shache,171
food,zepu,112
food,yingjisha,36
food,shule,157
food,shufu,34
food,kashi,1521
food,wulumuqixian,174
food,tumushuke,392
food,wujiaqu,383
food,kuitun,1656
food,kuerle,4193
food,beitun,2
food,alaer,147
food,kezilesu,362
food,boertala,1225
food,hetiandiqu,1223
food,akesudiqu,3872
food,changjizhou,6265
food,tachengdiqu,2785
food,kelamayi,2084
food,hamidiqu,2991
food,kashidiqu,2628
food,tulufandiqu,1276
food,aletaidiqu,1420
food,shihezi,3267
food,yili,6648
food,bayinguoleng,5743
food,wulumuqi,28956
food,haiyuanxian,135
food,zhongningxian,931
food,pengyang,254
food,jingyuanxian,122
food,longde,252
food,xiji,231
food,tongxin,539
food,yanchi,582
food,qingtongxia,741
food,pingluo,865
food,helan,1277
food,lingwu,986
food,yongning,797
food,guyuan,2563
food,wuzhong,3792
food,zhongwei,2843
food,shizuishan,3925
food,yinchuan,17358
food,shuanghuxian,1
food,cuoqin,5
food,gaize,0
food,geji,1
food,ritou,65
food,zhada,14
food,pulan,26
food,gangba,130
food,geer,324
food,saga,40
food,nielamu,57
food,jilong,29
food,yadong,46
food,zhongba,26
food,dingjie,85
food,kangma,104
food,renbu,47
food,bailang,83
food,xietongmen,59
food,angren,9
food,lazi,65
food,sajia,39
food,dingri,70
food,jianzi,188
food,nanmulin,84
food,kalangzi,51
food,rikaze,879
food,cuona,24
food,longzi,7
food,jiacha,22
food,luozha,3
food,cuomei,1
food,qusong,8
food,qiongjie,6
food,sangri,16
food,gongga,61
food,zhanang,35
food,langxian,36
food,naidong,355
food,chayu,22
food,bomi,108
food,motuo,18
food,milin,61
food,gongbujiangda,71
food,bianba,32
food,linzhixian,674
food,luolong,29
food,mangkang,82
food,zuogong,45
food,chaya,4
food,basu,87
food,dingqing,44
food,leiwuqi,100
food,gongjue,3
food,jianda,35
food,changdu,183
food,nima,10
food,baqing,30
food,bange,33
food,suoxian,48
food,shenzha,9
food,anduo,12
food,nierong,25
food,biru,72
food,jiali,10
food,naquxian,256
food,muzhugongka,60
food,dazi,24
food,qushui,40
food,duilongdeqing,305
food,nimu,13
food,linzhouxian,34
food,dangxiong,128
food,naqu,506
food,changdudiqu,644
food,shannan,589
food,ali,436
food,linzhi,990
food,rikazediqu,2040
food,lasa,5182
food,anliu,229
food,shuichengxian,392
food,ceheng,52
food,wangmo,99
food,zhenfeng,184
food,qinglongxian,95
food,puan,82
food,xingren,408
food,xingyi,3169
food,sandu,109
food,huishui,599
food,liuli,401
food,changshun,110
food,pingtang,174
food,luodian,186
food,dushan,384
food,guiding,275
food,wengan,524
food,libo,389
food,fuquan,343
food,duyun,1867
food,danzhai,136
food,majian,195
food,leishan,323
food,congjian,152
food,liping,399
food,rongjian,183
food,taijian,340
food,jianhe,9
food,jinping,128
food,tianzhu,333
food,cengong,87
food,zhenyuan,789
food,sansui,282
food,shibing,212
food,huangping,255
food,kaili,2995
food,songtao,473
food,yanhe,518
food,yinjiang,500
food,yuping,303
food,dejian,837
food,sinan,553
food,jiankou,231
food,shiqian,476
food,tongren,2222
food,weining,743
food,hezhang,190
food,nayong,247
food,zhijin,469
food,jinsha,311
food,qianxixian,800
food,dafang,562
food,bijie,2211
food,ziyun,167
food,guanling,221
food,zhenning,619
food,puding,697
food,pingba,422
food,wuchuanzzxian,187
food,daozhen,164
food,xishuixian,543
food,meitan,1148
food,fenggang,617
food,zhengan,237
food,suiyang,752
food,tongzi,1157
food,renhuai,1027
food,zunyixian,1545
food,chishui,542
food,panxian,1099
food,xiuwen,508
food,xifengxian,471
food,kaiyang,758
food,baiyunshan,0
food,qingzhen,1367
food,xijiangqianhu,152
food,huangguoshu,257
food,qianxinan,4319
food,qiannan,5362
food,bijiediqu,5533
food,tongrendiqu,6145
food,liupanshui,6816
food,anshun,5449
food,qiandongnan,6818
food,zunyi,15989
food,guiyang,29624
food,dalishi,7920
food,wszfuning,363
food,guangnan,161
food,qiubei,419
food,maguan,202
food,malipo,103
food,xichou,90
food,yanshanxian,468
food,pingbian,89
food,wenshanxian,3395
food,helou,134
food,jinpingxian,91
food,honghexian,112
food,hhluxi,219
food,yuanyangxian,204
food,mile,989
food,shiping,185
food,jianshui,822
food,lvchun,85
food,kaiyuanshi,950
food,gejiu,965
food,mengzi,2666
food,mengla,379
food,menghai,380
food,jinghong,2929
food,lufengxian,551
food,wuding,478
food,yuanmou,272
food,yongren,225
food,dayao,338
food,yaoan,251
food,nanhua,291
food,moding,321
food,shuangbo,146
food,chuxiong,3442
food,weishanxian,313
food,nanjian,312
food,yangbi,95
food,heqing,271
food,jianchuan,236
food,eryuan,219
food,yunliu,101
food,yongping,184
food,midu,429
food,binchuan,697
food,weixi,155
food,xiangyun,900
food,deqin,142
food,xianggelila,1341
food,lanping,121
food,gongshan,91
food,fugong,86
food,lushui,284
food,longchuan,181
food,yingjian,227
food,lianghe,86
food,ruili,758
food,changyuanxian,170
food,luxishi,1215
food,genma,394
food,shuangjiang,209
food,zhenkang,128
food,yongde,390
food,yunxianxian,325
food,fengqing,170
food,ximeng,115
food,menglian,237
food,lancang,586
food,jiangcheng,111
food,zhenyuanzzxian,270
food,jinggu,418
food,jingdong,238
food,mojiang,218
food,ninglang,512
food,puerxian,307
food,huapin,265
food,yulong,245
food,yongsheng,338
food,shuifu,230
food,weixin,138
food,yiliangxian,72
food,zhenxiong,248
food,suijian,128
food,yongshan,231
food,daguan,66
food,yanjinxian,84
food,ludian,220
food,qiaojia,121
food,liuling,249
food,cangning,158
food,tengchong,1357
food,shidian,122
food,yuanjiang,308
food,eshan,203
food,xinping,391
food,yimen,203
food,huaning,188
food,tonghai,496
food,chengjian,439
food,jiangchuan,564
food,luliang,783
food,huize,799
food,shizong,339
food,luoping,708
food,fuyuanxian,493
food,zhanyi,715
food,maliu,285
food,xuanwei,1399
food,xundian,629
food,shilin,563
food,luquanxian,536
food,yiliang,932
food,songming,1093
food,fumin,241
food,jinning,591
food,chenggong,2597
food,shuanglang,493
food,anning,2037
food,xizhou,165
food,linchang,3125
food,zhaotong,4195
food,wenshan,5200
food,nujiang,582
food,puer,5791
food,chuxiongzhou,6315
food,honghe,7511
food,qujing,11762
food,dehong,2467
food,baoshan,4180
food,yuxi,6396
food,xishuangbanna,3854
food,diqing,1638
food,dali,11678
food,lijiang,7883
food,kunming,46288
food,wenjiang,5906
food,xindu,7008
food,bazhouqu,2955
food,muli,73
food,leibo,114
food,meigu,56
food,ganluo,89
food,yuexixian,131
food,mianning,339
food,xide,56
food,zhaojue,146
food,jinyang,39
food,butuo,58
food,puge,86
food,ningnan,161
food,huidongxian,274
food,huili,568
food,decang,567
food,yanyuan,355
food,derong,21
food,daocheng,235
food,gzzxiangcheng,55
food,batang,95
food,litang,122
food,shiqu,16
food,seda,84
food,baiyu,37
food,dege,45
food,xinliu,20
food,luhuo,95
food,ganzixian,165
food,daofu,76
food,yajian,65
food,jiuliu,62
food,danba,129
food,luding,338
food,hongyuan,208
food,nuoergai,240
food,rangtang,21
food,abaxian,92
food,xiaojin,154
food,heishui,59
food,jinchuan,62
food,jiuzhaigou,573
food,songpan,427
food,maoxian,364
food,ablixian,170
food,wenchuan,406
food,maerkang,261
food,baoxing,126
food,yalushan,270
food,tianquan,326
food,shimian,416
food,hanyuan,520
food,yingjing,420
food,qingshen,374
food,hongya,668
food,danleng,406
food,pengshan,1219
food,renshou,1891
food,anyue,1191
food,lezhi,637
food,jianyang,1577
food,quxian,810
food,dazhu,1436
food,kaijian,409
food,xuanhan,1060
food,wanyuan,500
food,pingcang,750
food,nanjiang,714
food,tongjiangxian,490
food,yanbianxian,302
food,pingshanxian,38
food,miyi,465
food,xingwen,219
food,gongxian,265
food,junlian,353
food,gaoxian,290
food,changningxian,561
food,jianan,427
food,yibinxian,938
food,gulin,276
food,xuyong,385
food,hejianxian,804
food,luxian,753
food,fushunxian,1311
food,rongxianxian,830
food,mabian,184
food,ebian,78
food,muchuan,350
food,jiajian,793
food,jingyan,400
food,emeishan,2092
food,jianwei,790
food,longcang,1093
food,zizhong,1239
food,daying,1033
food,weiyuan,995
food,shehong,1534
food,pengxi,560
food,linshui,814
food,wusheng,839
food,yuechi,1413
food,huayinshi,675
food,xichong,881
food,pengan,672
food,yilong,804
food,yingshanxian,751
food,nanbu,1541
food,zhongjian,1465
food,langzhong,1939
food,mianzhu,1482
food,luojian,640
food,guanghan,2735
food,shifang,1659
food,beichuan,86
food,pingwu,231
food,zitong,604
food,anxian,1412
food,yanting,657
food,santai,1952
food,cangxi,885
food,jianyou,3508
food,jiange,564
food,qingchuan,233
food,wangcang,472
food,xinjin,1506
food,pujiangxian,917
food,dayi,1993
food,pixian,10466
food,shuangliu,12667
food,jintang,2598
food,pengzhou,2755
food,dujiangyan,4456
food,kangding,634
food,xichang,3909
food,tiantaishan,19
food,luguhu,368
food,qingchengshan,482
food,xilingxueshan,58
food,huashuiwan,79
food,bazhong,4909
food,ziyang,5859
food,panzhihua,5008
food,meishan,8318
food,guangan,6621
food,guangyuan,6920
food,ganzi,2294
food,dazhou,9993
food,luzhou,7924
food,neijiang,7011
food,liangshan,7021
food,suining,7783
food,yaan,5084
food,deyang,13664
food,yibin,8234
food,aba,3040
food,nanchong,14043
food,leshan,10788
food,mianyang,20962
food,zigong,6891
food,gongqingcheng,514
food,yongxin,242
food,lushan,2613
food,anfu,324
food,wanan,266
food,suichuan,365
food,taihexian,465
food,yongfeng,275
food,jaxinganxian,476
food,xiajian,160
food,jishui,322
food,jianxian,625
food,jinggangshan,424
food,tonggu,142
food,shanggao,782
food,yifeng,489
food,jingan,174
food,fengxin,508
food,wanzai,720
food,gaoan,1377
food,zhangshu,842
food,fengchengshi,1183
food,dongxiang,889
food,guangcang,319
food,zixi,215
food,jinxi,445
food,yihuang,360
food,lean,273
food,chongren,430
food,nanfeng,860
food,nancheng,701
food,lichuanxian,350
food,wuyuan,1043
food,wannian,416
food,poyang,951
food,yugan,494
food,sryiyang,459
food,qianshanxian,388
food,hengfeng,351
food,yushan,1008
food,guangfeng,818
food,shangraoxian,1047
food,dexing,475
food,shicheng,392
food,xunwu,423
food,huicang,489
food,yudu,1004
food,xingguo,998
food,ningdu,752
food,quannan,244
food,dingnan,479
food,liunan,451
food,anyuan,463
food,shangyou,433
food,chongyi,398
food,xinfeng,999
food,dayu,540
food,ganxian,972
food,nankang,2596
food,ruijin,1451
food,shangli,532
food,luxi,365
food,lianhua,200
food,fenyi,652
food,yujian,491
food,guixi,1082
food,fuliang,721
food,pengze,360
food,leping,988
food,hukou,428
food,ducang,471
food,xingzi,499
food,dean,575
food,yongxiu,558
food,xiushui,987
food,wuning,497
food,jiujiangxian,617
food,ruicang,890
food,anyi,458
food,mingyueshan,96
food,longhushan,102
food,sanqingshan,119
food,yingtan,3307
food,jiangxifuzhou,8233
food,pingxiang,3947
food,jiangxiyichun,9201
food,jian,6643
food,xinyu,4651
food,jingdezhen,5099
food,shangrao,10395
food,jiujiang,13853
food,ganzhou,20031
food,nanchang,33921
food,yongshun,297
food,liushan,576
food,guzhang,34
food,baojing,71
food,huayuan,139
food,fenghuang,1098
food,xxluxi,89
food,jishou,1701
food,xinhua,794
food,shuangfeng,347
food,lianyuan,416
food,lengshuijiang,542
food,tongdao,162
food,jingzhouxian,310
food,xinhuang,169
food,zhijiang,376
food,mayang,160
food,huitong,244
food,zhongfang,103
food,xupu,615
food,yuanling,313
food,chenxi,201
food,chengbu,79
food,hongjian,361
food,xinning,209
food,zysuining,198
food,dongkou,210
food,longhui,462
food,xinshao,268
food,shaoyangxian,221
food,shaodong,1041
food,jianghua,332
food,wugangshi,356
food,qiyang,606
food,shuangpai,140
food,xintian,236
food,lanshan,195
food,jianyong,102
food,ningyuan,484
food,dongan,472
food,daoxian,424
